Name,Position,Goals,Losses,Assists,Red cards,Fouls,Appearances,Passes per match,Passes,Wins,Yellow cards
Sergio Reguilón,Defender,0.0,10.0,4.0,0.0,30.0,34.0,42.03,1429.0,17.0,5.0
Rhys Williams,Defender,0.0,1.0,0.0,0.0,4.0,9.0,56.0,504.0,7.0,0.0
Emerson Royal,Defender,0.0,3.0,0.0,0.0,5.0,4.0,33.0,132.0,1.0,0.0
Gary Cahill,Defender,28.0,135.0,11.0,3.0,278.0,394.0,34.17,13464.0,172.0,41.0
Mads Bech Sørensen,Defender,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
Ajibola Alese,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Tavares,Defender,0.0,2.0,0.0,0.0,1.0,4.0,6.0,24.0,2.0,1.0
Maximilian Kilman,Defender,0.0,10.0,1.0,0.0,24.0,29.0,41.38,1200.0,12.0,5.0
Alex Cochrane,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Omobamidele,Defender,0.0,1.0,0.0,0.0,1.0,1.0,51.0,51.0,0.0,0.0
Jake Vokins,Defender,0.0,1.0,0.0,0.0,2.0,2.0,35.5,71.0,0.0,0.0
Harry Maguire,Defender,10.0,62.0,8.0,1.0,157.0,179.0,54.6,9774.0,74.0,37.0
Christoph Zimmermann,Defender,0.0,10.0,1.0,0.0,9.0,17.0,38.88,661.0,2.0,3.0
Charlie Cresswell,Defender,0.0,1.0,0.0,0.0,1.0,1.0,72.0,72.0,0.0,0.0
Ben Gibson,Defender,2.0,25.0,1.0,0.0,21.0,44.0,45.48,2001.0,5.0,5.0
Ibrahima Konaté,Defender,0.0,0.0,0.0,0.0,1.0,1.0,56.0,56.0,1.0,0.0
Frederik Alves,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Dunk,Defender,11.0,63.0,5.0,3.0,100.0,150.0,52.91,7936.0,39.0,26.0
Maksim Paskotsi,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric García,Defender,0.0,4.0,0.0,0.0,13.0,19.0,56.16,1067.0,14.0,1.0
Craig Dawson,Defender,17.0,89.0,2.0,1.0,200.0,209.0,30.67,6409.0,63.0,35.0
Ahmed El Mohamady,Defender,6.0,96.0,13.0,1.0,158.0,197.0,36.03,7098.0,51.0,14.0
Joseph Gomez,Defender,0.0,7.0,3.0,0.0,63.0,81.0,60.49,4900.0,56.0,15.0
Joel Lopez Salguero,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Héctor Bellerín,Defender,8.0,47.0,20.0,0.0,143.0,183.0,44.49,8141.0,99.0,30.0
Issa Diop,Defender,6.0,34.0,1.0,0.0,57.0,83.0,32.42,2691.0,32.0,15.0
Marc Cucurella,Defender,0.0,0.0,0.0,0.0,4.0,4.0,51.0,204.0,2.0,1.0
Timothy Castagne,Defender,2.0,11.0,3.0,0.0,24.0,32.0,46.56,1490.0,15.0,1.0
Lyanco,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Ashby,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick van Aanholt,Defender,20.0,103.0,15.0,0.0,105.0,213.0,36.55,7785.0,63.0,21.0
Ben Johnson,Defender,1.0,6.0,0.0,0.0,14.0,19.0,16.84,320.0,10.0,1.0
Sil Swinkels,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Dummett,Defender,3.0,60.0,0.0,1.0,67.0,143.0,30.29,4332.0,48.0,14.0
Neil Taylor,Defender,0.0,63.0,5.0,0.0,122.0,146.0,37.67,5500.0,48.0,22.0
Tudor Baluta,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle John,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Drameh,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Hoedt,Defender,0.0,19.0,1.0,0.0,37.0,41.0,47.41,1944.0,6.0,9.0
Emerson,Defender,0.0,14.0,1.0,0.0,18.0,33.0,40.7,1343.0,14.0,3.0
Raphaël Varane,Defender,0.0,1.0,1.0,0.0,1.0,5.0,69.0,345.0,3.0,0.0
João Cancelo,Defender,2.0,10.0,4.0,1.0,59.0,52.0,65.19,3390.0,35.0,10.0
Ciaran Clark,Defender,15.0,99.0,5.0,2.0,189.0,206.0,32.22,6637.0,50.0,51.0
Jake Clarke-Salter,Defender,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,0.0
Matthew Lowton,Defender,3.0,103.0,14.0,0.0,166.0,213.0,32.38,6898.0,59.0,41.0
Eric Dier,Defender,10.0,48.0,8.0,0.0,179.0,209.0,55.66,11632.0,117.0,36.0
Conor Coady,Defender,1.0,43.0,0.0,0.0,53.0,121.0,47.24,5716.0,47.0,16.0
Fabian Schär,Defender,7.0,32.0,1.0,1.0,82.0,66.0,36.77,2427.0,23.0,23.0
Luke Mbete,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akin Famewo,Defender,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Davide Zappacosta,Defender,1.0,4.0,1.0,0.0,9.0,26.0,20.0,520.0,17.0,0.0
Florian Lejeune,Defender,2.0,22.0,2.0,0.0,34.0,42.0,43.6,1831.0,13.0,3.0
Jannik Vestergaard,Defender,4.0,35.0,0.0,1.0,48.0,77.0,47.81,3681.0,26.0,9.0
Diego Llorente,Defender,2.0,5.0,0.0,0.0,17.0,18.0,47.22,850.0,9.0,2.0
Kristoffer Ajer,Defender,0.0,1.0,0.0,0.0,2.0,6.0,26.17,157.0,2.0,1.0
Joshua Wilson-Esbrand,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rúben Vinagre,Defender,0.0,11.0,0.0,0.0,21.0,35.0,17.37,608.0,14.0,2.0
Charlie Goode,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Cathcart,Defender,5.0,70.0,1.0,0.0,69.0,157.0,30.57,4799.0,49.0,19.0
Christian Kabasele,Defender,4.0,47.0,2.0,3.0,90.0,95.0,25.98,2468.0,27.0,9.0
Alex Telles,Defender,0.0,2.0,2.0,0.0,4.0,9.0,50.89,458.0,7.0,0.0
Serge Aurier,Defender,5.0,19.0,12.0,2.0,102.0,77.0,40.49,3118.0,40.0,4.0
Pascal Struijk,Defender,1.0,13.0,0.0,1.0,30.0,32.0,47.25,1512.0,14.0,4.0
Shea Charles,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Marí,Defender,0.0,5.0,0.0,0.0,11.0,14.0,58.64,821.0,7.0,3.0
Ben Wilmot,Defender,0.0,1.0,0.0,0.0,0.0,2.0,4.5,9.0,1.0,0.0
Dujon Sterling,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Targett,Defender,2.0,46.0,9.0,0.0,73.0,115.0,35.33,4063.0,41.0,15.0
Jonny,Defender,3.0,21.0,3.0,0.0,64.0,75.0,31.25,2344.0,29.0,10.0
Çaglar Söyüncü,Defender,2.0,20.0,1.0,1.0,62.0,70.0,63.23,4426.0,33.0,8.0
Marc Navarro,Defender,0.0,1.0,0.0,0.0,1.0,2.0,11.5,23.0,1.0,0.0
Nigel Lonwijk,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Østigard,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Bardsley,Defender,7.0,132.0,5.0,2.0,333.0,303.0,30.81,9336.0,101.0,79.0
Marcos Alonso,Defender,23.0,34.0,13.0,1.0,144.0,157.0,45.03,7069.0,98.0,29.0
Dennis Cirkin,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finley Burns,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Lewis,Defender,1.0,37.0,1.0,0.0,33.0,53.0,32.11,1702.0,10.0,8.0
Andrew Robertson,Defender,5.0,45.0,40.0,0.0,106.0,193.0,57.5,11098.0,105.0,23.0
Maxwel Cornet,Defender,1.0,1.0,0.0,0.0,0.0,2.0,15.0,30.0,0.0,1.0
Toby Stevenson,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michal Karbownik,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Rowe,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Perraud,Defender,0.0,1.0,0.0,0.0,6.0,4.0,16.0,64.0,0.0,0.0
Ben White,Defender,0.0,14.0,0.0,1.0,34.0,41.0,48.34,1982.0,12.0,4.0
Kallum Cesay,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Ogbonna,Defender,7.0,61.0,1.0,0.0,117.0,170.0,34.57,5877.0,63.0,21.0
Owen Dodgson,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stones,Defender,5.0,42.0,0.0,1.0,52.0,184.0,57.62,10602.0,107.0,7.0
James Furlong,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Pinnock,Defender,1.0,1.0,1.0,0.0,0.0,7.0,40.43,283.0,3.0,0.0
Nathan Collins,Defender,0.0,0.0,0.0,0.0,2.0,1.0,35.0,35.0,0.0,0.0
Rico Henry,Defender,0.0,1.0,0.0,0.0,6.0,7.0,26.86,188.0,3.0,1.0
Valentino Livramento,Defender,0.0,3.0,0.0,0.0,4.0,7.0,34.0,238.0,0.0,1.0
Francisco Sierralta,Defender,0.0,3.0,0.0,0.0,2.0,3.0,42.67,128.0,0.0,0.0
Mason Holgate,Defender,1.0,26.0,4.0,0.0,72.0,95.0,38.02,3612.0,42.0,20.0
Tariq Lamptey,Defender,1.0,8.0,2.0,1.0,34.0,20.0,27.6,552.0,5.0,4.0
Wes Morgan,Defender,8.0,60.0,2.0,3.0,129.0,170.0,26.11,4439.0,72.0,12.0
Nathaniel Clyne,Defender,4.0,66.0,11.0,0.0,105.0,198.0,41.27,8171.0,84.0,20.0
Diogo Dalot,Defender,0.0,8.0,2.0,0.0,14.0,22.0,22.5,495.0,10.0,4.0
Jimmy Dunne,Defender,1.0,3.0,0.0,0.0,2.0,3.0,51.0,153.0,0.0,1.0
Teden Mengi,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Rekik,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Racic,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead Kolasinac,Defender,2.0,23.0,11.0,0.0,76.0,79.0,40.67,3213.0,40.0,13.0
Robin Koch,Defender,0.0,7.0,0.0,0.0,18.0,18.0,44.22,796.0,8.0,1.0
Odeluga Offiah,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou Sakho,Defender,3.0,45.0,2.0,1.0,41.0,128.0,46.79,5989.0,53.0,6.0
Yan Couto,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Nkoulou,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Palmer-Brown,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabián Balbuena,Defender,3.0,23.0,0.0,1.0,37.0,54.0,33.65,1817.0,22.0,5.0
Reece Welch,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Pieters,Defender,1.0,88.0,12.0,0.0,326.0,214.0,34.35,7350.0,68.0,35.0
Trevoh Chalobah,Defender,2.0,0.0,0.0,0.0,3.0,4.0,49.5,198.0,3.0,0.0
Jaroslaw Jach,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ngakia,Defender,0.0,6.0,0.0,0.0,5.0,9.0,19.78,178.0,2.0,0.0
Ryan Astley,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankie Ealing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Matip,Defender,5.0,8.0,2.0,0.0,64.0,101.0,61.7,6232.0,65.0,11.0
Luke Ayling,Defender,1.0,17.0,0.0,0.0,29.0,43.0,64.12,2757.0,18.0,7.0
Takehiro Tomiyasu,Defender,0.0,0.0,0.0,0.0,4.0,4.0,40.0,160.0,3.0,0.0
Antef Tsoungui,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Ampadu,Defender,0.0,20.0,0.0,0.0,25.0,26.0,39.42,1025.0,5.0,3.0
Kieran Tierney,Defender,2.0,18.0,4.0,0.0,24.0,49.0,37.51,1838.0,22.0,6.0
Christian Marques,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Webster,Defender,4.0,23.0,1.0,0.0,40.0,64.0,62.64,4009.0,17.0,9.0
Toby Alderweireld,Defender,9.0,49.0,4.0,0.0,83.0,200.0,56.97,11394.0,112.0,22.0
Josh Knight,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Pollock,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayan Aït-Nouri,Defender,1.0,11.0,1.0,0.0,15.0,22.0,28.64,630.0,5.0,1.0
Michael Keane,Defender,9.0,76.0,6.0,0.0,99.0,193.0,42.16,8137.0,71.0,17.0
Frédéric Guilbert,Defender,0.0,13.0,2.0,0.0,36.0,25.0,29.96,749.0,7.0,7.0
Malachi Fagan-Walcott,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Soares,Defender,2.0,54.0,12.0,0.0,88.0,138.0,35.68,4924.0,46.0,20.0
Antonio Rüdiger,Defender,7.0,24.0,1.0,0.0,95.0,106.0,72.45,7680.0,61.0,16.0
Trent Alexander-Arnold,Defender,8.0,17.0,35.0,0.0,71.0,134.0,59.04,7911.0,94.0,13.0
Jake Walker,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Sandler,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Harwood-Bellis,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Clarke,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Saliba,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Nartey,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finley Stevens,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Luiz,Defender,14.0,45.0,7.0,4.0,227.0,213.0,52.4,11161.0,120.0,41.0
Nélson Semedo,Defender,1.0,18.0,1.0,0.0,49.0,40.0,45.23,1809.0,13.0,5.0
Ben Chilwell,Defender,8.0,43.0,14.0,1.0,107.0,127.0,47.62,6048.0,54.0,13.0
Jan Bednarek,Defender,3.0,47.0,3.0,1.0,89.0,104.0,45.82,4765.0,33.0,17.0
Malang Sarr,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston Reid,Defender,6.0,71.0,3.0,1.0,170.0,166.0,29.38,4877.0,52.0,38.0
Kyle Walker-Peters,Defender,0.0,18.0,7.0,0.0,50.0,57.0,40.81,2326.0,25.0,8.0
César Azpilicueta,Defender,9.0,61.0,35.0,2.0,279.0,304.0,58.88,17898.0,176.0,28.0
Eric Bailly,Defender,1.0,10.0,0.0,1.0,55.0,66.0,34.0,2244.0,42.0,9.0
Junior Firpo,Defender,0.0,3.0,0.0,0.0,11.0,6.0,39.33,236.0,1.0,1.0
Bali Mumba,Defender,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0
Max Aarons,Defender,0.0,32.0,1.0,0.0,35.0,43.0,36.81,1583.0,4.0,9.0
Joachim Andersen,Defender,1.0,16.0,1.0,1.0,41.0,38.0,63.08,2397.0,6.0,9.0
Mohammed Salisu,Defender,0.0,10.0,0.0,0.0,21.0,19.0,37.79,718.0,3.0,3.0
Lewis Gordon,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Jeanvier,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Thompson,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozan Kabak,Defender,0.0,5.0,0.0,0.0,16.0,12.0,60.0,720.0,4.0,4.0
Hugo Bueno,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Dann,Defender,16.0,104.0,11.0,0.0,151.0,241.0,29.1,7013.0,78.0,35.0
Jonny Evans,Defender,13.0,95.0,11.0,3.0,257.0,326.0,46.37,15117.0,160.0,51.0
Ben Mee,Defender,7.0,94.0,4.0,0.0,136.0,202.0,36.8,7434.0,59.0,40.0
Dimitris Giannoulis,Defender,0.0,3.0,0.0,0.0,1.0,4.0,30.5,122.0,0.0,0.0
Ezri Konsa,Defender,3.0,30.0,2.0,0.0,40.0,68.0,34.0,2312.0,25.0,6.0
Reece Hannam,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Masina,Defender,1.0,23.0,1.0,0.0,46.0,43.0,29.6,1273.0,13.0,8.0
Aaron Wan-Bissaka,Defender,2.0,31.0,11.0,1.0,81.0,118.0,44.09,5203.0,56.0,16.0
Ricardo Pereira,Defender,5.0,33.0,11.0,0.0,106.0,83.0,45.23,3754.0,37.0,12.0
Kurt Zouma,Defender,9.0,57.0,4.0,1.0,105.0,168.0,44.98,7557.0,72.0,14.0
Declan Rice,Defender,5.0,52.0,6.0,0.0,96.0,138.0,41.78,5766.0,52.0,16.0
Timothy Eyoma,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgil van Dijk,Defender,14.0,31.0,4.0,1.0,93.0,169.0,66.64,11262.0,103.0,9.0
Javier Manquillo,Defender,2.0,51.0,6.0,0.0,82.0,107.0,23.82,2549.0,29.0,17.0
Baba Rahman,Defender,0.0,6.0,1.0,0.0,14.0,15.0,35.07,526.0,6.0,1.0
Axel Tuanzebe,Defender,0.0,6.0,0.0,0.0,16.0,23.0,29.22,672.0,10.0,2.0
Haydon Roberts,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Byram,Defender,0.0,22.0,1.0,1.0,48.0,44.0,28.41,1250.0,12.0,13.0
Pontus Jansson,Defender,0.0,1.0,1.0,0.0,1.0,7.0,32.14,225.0,3.0,1.0
Gabriel Magalhães,Defender,2.0,9.0,0.0,1.0,26.0,27.0,64.7,1747.0,14.0,2.0
Arthur Masuaku,Defender,0.0,35.0,8.0,1.0,82.0,92.0,32.72,3010.0,33.0,14.0
Reece James,Defender,2.0,16.0,6.0,1.0,55.0,60.0,46.78,2807.0,32.0,4.0
Ben Godfrey,Defender,0.0,33.0,2.0,1.0,33.0,65.0,45.97,2988.0,20.0,8.0
Konstantinos Tsimikas,Defender,0.0,1.0,1.0,0.0,13.0,6.0,21.17,127.0,4.0,1.0
James Morris,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Casey,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayne Ramsay,Defender,0.0,2.0,0.0,0.0,1.0,2.0,16.5,33.0,0.0,1.0
Thierry Small,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Long,Defender,1.0,18.0,3.0,0.0,35.0,42.0,30.6,1285.0,9.0,3.0
Grant Hanley,Defender,1.0,34.0,0.0,0.0,53.0,53.0,29.87,1583.0,11.0,12.0
Filip Benkovic,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Cash,Defender,1.0,15.0,2.0,1.0,43.0,35.0,35.6,1246.0,16.0,8.0
Matt Doherty,Defender,8.0,26.0,10.0,1.0,78.0,93.0,38.41,3572.0,42.0,8.0
Kiko Femenía,Defender,2.0,41.0,3.0,0.0,47.0,83.0,33.16,2752.0,23.0,9.0
Vladimir Coufal,Defender,0.0,11.0,8.0,0.0,38.0,41.0,38.61,1583.0,21.0,3.0
Derek Agyakwa,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,Defender,1.0,14.0,1.0,0.0,12.0,30.0,33.4,1002.0,8.0,2.0
Niels Nkounkou,Defender,0.0,2.0,0.0,0.0,1.0,2.0,14.0,28.0,0.0,1.0
Philip Heise,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rúben Dias,Defender,1.0,5.0,1.0,0.0,27.0,39.0,83.62,3261.0,27.0,6.0
Japhet Tanganga,Defender,0.0,8.0,0.0,1.0,29.0,17.0,31.29,532.0,6.0,4.0
Marc Guéhi,Defender,0.0,2.0,0.0,0.0,1.0,7.0,67.29,471.0,1.0,0.0
Matt Miazga,Defender,0.0,1.0,0.0,0.0,1.0,2.0,45.0,90.0,1.0,1.0
Marçal,Defender,0.0,9.0,0.0,0.0,24.0,20.0,29.9,598.0,9.0,4.0
Thiago Silva,Defender,3.0,9.0,0.0,1.0,15.0,28.0,78.71,2204.0,14.0,4.0
Xavi Quintillá,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobi Omole,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrik Dalsgaard,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ Egan-Riley,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Koumetio,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zanka,Defender,3.0,37.0,3.0,0.0,82.0,65.0,42.72,2777.0,12.0,13.0
Fikayo Tomori,Defender,1.0,5.0,0.0,0.0,8.0,17.0,70.18,1193.0,9.0,3.0
Séamus Coleman,Defender,20.0,87.0,24.0,2.0,207.0,303.0,31.68,9599.0,126.0,30.0
Leo Fuhr Hjelde,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
